timestamp,symbol,price,turnover24h,volume24h,open_interest,open_interest_value,funding_rate,price_change_15m,price_change_1h,oi_change_15m,oi_change_1h,oi_change_pct_15m,vol_oi_ratio,regime,score,label
1777623224528,BNTUSDT,0.3102,20912.9172,67431.0,554390.0,172182.45,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BOBAUSDT,0.02284,153663.7851,6738741.6,12738306.0,290942.91,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BOBBOBUSDT,0.005789,576847.681,102479130.0,48499620.0,283043.78,-0.00985901,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BOMEUSDT,0.0005265,1575958.4333,2983967700.0,3816481600.0,2010522.51,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BPUSDT,0.15505,124373.245,815232.0,8191848.0,1271374.81,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BRETTUSDT,0.007712,2351204.0061,315675050.0,498407400.0,3840727.42,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BREVUSDT,0.11604,639591.5358,5526148.0,10348634.0,1200648.52,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BROCCOLIUSDT,0.017704,711885.6106,39084866.0,63406302.0,1121594.08,0.0018044,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BRUSDT,0.17086,50385947.9791,293279142.0,23486867.0,4012261.49,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BSBUSDT,0.5298,96734015.4821,171589829.0,15155408.0,8030850.7,0.00126208,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BSVUSDT,15.942,338100.3227,21219.22,88911.5,1417427.13,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BTCUSDT,78374.0,4488312525.5293,57913.295,53648.276,4204640712.88,-9.951e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BTRUSDT,0.02726,440276.2341,16707302.0,33619858.0,918158.32,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,BUSDT,0.302,44227920.8423,181876744.0,25799504.0,7777776.47,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,C98USDT,0.02034,211421.0904,10410733.5,48223296.2,981344.08,0.0001,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CAKEUSDT,1.4568,521228.1593,359064.6,1982813.0,2888561.98,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CARVUSDT,0.05552,91625.641,1652406.0,26226714.0,1457418.5,-4.311e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CATIUSDT,0.0517,307322.9652,5957823.0,14747026.0,762863.65,5e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CCUSDT,0.14935,1485753.8984,9879511.0,55597314.0,8304014.82,-8.67e-05,0,0,0,0,0.0,0.0,BULLISH,,
1777623224528,CELOUSDT,0.08748,289179.0102,3350541.5,19436761.6,1700327.9,-0.00153365,0,0,0,0,0.0,0.0,BULLISH,,
